rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
5,"Delicious food, great service, greetings to Laura, who made our afternoon more pleasant. We will recommend to everyone and come back",Super,"Gdansk, Poland",Gdansk,Curiosity42300871971,2024-10,,,,,,,pos,,Poland
5,"Very delicious burgers and steaks. I sincerely recommend this place and the waiter Marcin.
 I forgot about dessert, i.e. Oreo shakes, which are also worth recommending.",Very delicious burgers and steaks. I sincerely recommend this place and the waiter Marcin,"Gdansk, Poland",Gdansk,jeremiaszl2018,2024-10,,,,,,,pos,,Poland
5,"Great atmosphere and tasty food. 
Olga is a great waitress and she took care of in very profesionall way. Son has a birthday and she bring him a burger with fireworks. 
We will be back.",Great place to spend time,"Gdansk, Poland",Gdansk,62michalz,2024-07,,,,,,,pos,,Poland
5,Very good location. Interesting decor. Delicious food and very professional service by Helena.,Great place,"Gdansk, Poland",Gdansk,F3836OYpiotrc,2024-04,,,,,,,pos,,Poland
5,"We went to Billys after hearing only good reviews and chose the one on Wyspa Spichrzów. Everyone enjoyed the food very much, the waitress Natalia recommended the steak - it was heavenly, I can honestly say that it was the best steak in my life :) my friend ordered ribs and was also very pleased. However, our wonderful waitress definitely deserves the greatest honor! He has great knowledge about the dishes and drinks he sells and does it with great passion. We haven't felt so taken care of in a restaurant for a long time and thanks to Mrs. Natalia, we are now regular guests of Billy's. Thank you again for the great service and best regards ❤️",The best service from waitress Natalia!,"Gdansk, Poland",Gdansk,884aleksandrao,2024-03,,,,,,,pos,,Poland
5,"The most delicious food. Fresh. Soup, tartare, salads and burger - wonderful. The nicest lady, Laura, served us with great customer service, which made the food even better.",☺️,"Gdansk, Poland",Gdansk,agnieszkak2018,2024-02,,,,,,,pos,,Poland
5,"I was served wonderfully by Mrs. Olge
a very nice girl who takes care of the guest
The ribs are top-notch as usual
I highly recommend it",Exelent ribs in Old town Gdańsk,"Gdansk, Poland",Gdansk,Relax51743660224,2024-02,,,,,,,pos,,Poland
5,"On Saturday afternoon, the restaurant was full of guests, but despite this, Jagoda's service was professional, we received the dishes very quickly and, as usual, delicious. An additional advantage is that our reservation was accepted despite the heavy traffic. Without a reservation, we wouldn't risk coming because we don't like standing in line in the cold :) ",We recommend,"Gdansk, Poland",Gdansk,Lukabrx,2023-12,,,,,,,pos,,Poland
5,"I highly recommend it to anyone who wants to eat the best ribs in Gdansk! Best regards, Samuel, the best waiter!",Bartosz,"Gdansk, Poland",Gdansk,U5817QCbartekp,2023-11,,,,,,,pos,,Poland
5,"Delicious ribs and seasonal apple pie!
I would like to thank Mr. Samuel for his polite service and help in selecting the dish.
I will definitely come back!",Samuel is the best !,"Gdansk, Poland",Gdansk,marcinpV3571AK,2023-11,,,,,,,pos,,Poland
4,"Very good food. Had the spicy ribs, and they were perfectly spicy! 
The new York streak was good as well, but the green pepper sauce was Even better!
Samuel, our waiter, did a great job, and was very Nice and polite!",Nice experience,"Gdansk, Poland",Gdansk,Escape43617717357,2023-11,,,,,,,pos,,Poland
5,"We came to Billy's this evening based on the reviews we saw here and we were not disappointed. Unfortunately we didn't get the name of the lovely girl that seated us but Adrian our server was very polite and went above and beyond to make this a lovely meal/experience. We both got burgers so I can only base the food side of this review on what we had but they were outstanding, really really good I had the Jack burger and my partner had the BBQ burger, real burgers cooked medium or well done whichever you prefer, but the real show stopper were the fries, easily some of the best I've ever had. Once again thanks to Adrian and the staff the place is amazing, will definitely be heading back there before our visit here ends! ",The reviews do not lie!!,"Gdansk, Poland",Gdansk,Jakeelc,2023-11,,,,,,,pos,,Poland
5,"Good food and good quality of drinks, restaurant looks very nice,  have a good atmosphere and perfect service, thank you  Zoya.",Good place for eating something good,"Gdansk, Poland",Gdansk,S557JN_,2023-11,,,,,,,pos,,Poland
5,"Great American-style atmosphere, finger-licking ribs. The very nice Zoya helped us choose a cocktail! I heartily recommend it!",Zoya and ribs are the best,"Gdansk, Poland",Gdansk,marcinpV3571AK,2023-10,,,,,,,pos,,Poland
5,"Delicious food, great atmosphere and friendly service. Mrs. Helena was very helpful and smiling. I recommend!! :)",Pride!!,"Gdansk, Poland",Gdansk,171oliwiam,2023-10,,,,,,,pos,,Poland
5,"Piotrek was amazing, very friendly and helpful. I can highly recommend this place to anyone! The ribs were delicious",Piotrek is the best,"Gdansk, Poland",Gdansk,Sightseer23492462219,2023-10,,,,,,,pos,,Poland
4,"Very delicious food. Breakfast is very filling, so that's a big plus! I asked Mrs. Laura for help in preparing a birthday surprise for my boyfriend and nothing stood in the way. Thank you very much, we will definitely come back!",Very nice waitress Laura,"Gdansk, Poland",Gdansk,olivxzz,2023-09,,,,,,,pos,,Poland
5,"We would like to thank Mrs. Weronika for her super nice service, smile and understanding. Delicious food and even better service. Thanks. ",Going out with friends.,"Gdansk, Poland",Gdansk,rkozik1973,2023-07,,,,,,,pos,,Poland
5,"Great breakfast 😋 Zoya, thanks for the great service, I hope more people like this make the day better 😁 we recommend this place for a hearty breakfast.",❤️,"Gdansk, Poland",Gdansk,327bigs,2023-06,,,,,,,pos,,Poland
5,"The Californian steak was amazing. Extras too. Decent drinks. Everything is a bit expensive. Very nice service, very fast by Polish standards.",A very successful exit with amazing streaks,"Gdansk, Poland",Gdansk,_ukaszw220,2023-06,,,,,,,pos,,Poland
5,"Amazing food, amazing staff and amazing atmosphere. I just loved it! Thank you Zoya for your big smile and great service :)",I recommend it!,"Gdansk, Poland",Gdansk,S9J1,2023-05,,,,,,,pos,,Poland
3,"Restaurant No. 1 according to Trip Advisor, so a great choice for an anniversary trip with my wife. But is it really? The atmosphere of the place is pleasant, American style, with a beautiful view from the granary island. Unlimited quantities of popcorn for an appetizer - cool. First course - appetizer, Chorizo ​​soup. Very tasty, with character, definitely too sweet to drink, a non-alcoholic drink, my wife took watermelon lemonade and that's the first failure, rude, super sweet syrup, it wasn't even next to the watermelon, I wonder if they also make lemonade from some lemon syrup, especially at this price. We took the iconic sets, my wife had classic ribs with pineapple, everything was beautiful in the photo but in reality she verified it, not much glaze, the ribs were soft and nicely falling off the bones, the salad was the most ordinary in the world and the potato was tasteless, if it weren't for the cottage cheese it would have been terrible, aaaand I would have forgotten , the grilled pineapple was from a can, in the middle of the season when you can get fresh pineapples in a dish for PLN 80, we have a small slice canned pineapple. My burger was okay, the meat was ground too fine in my opinion, and the bun was great, there was no sesame, the fries were very good. For dessert, Mars in cake, Mars itself is super sweet, plain cake, very good vanilla ice cream, nasty cream that tastes like those from spray cans. Plus for the idea and courage for Mars. For an average eater, such cuisine may be tasty because it is fatty and overly sweet, but for more demanding customers it is definitely not. The service deserves a lot of praise, Ms. Olga was very professional, nice, sincere and friendly, she approached us several times and asked how we liked it, after the starter she asked if we could serve main courses, which was very nice, she gave us good advice and finally accepted from us all feedback and promised to share our opinion to improve the quality. I hope that the quality will improve because the position in the ranking is obligatory and for me this visit should place this restaurant below the top ten. Greetings - residents of Tricity.",No.1 restaurant in Tricity?,"Gdynia, Poland",Gdynia,958barteks,2023-08,,,,,,,pos,,Poland
4,"Delicious burgers and Shake. Thanks Piotrek for the friendly service.
I recommend the burger with philadelphia cheese - great choice.",Foodporn,"Gdynia, Poland",Gdynia,Kvelerd,2023-07,,,,,,,pos,,Poland
5,"Delicious food, beautifully presented, delicious drinks. However, the most important thing in this place is the service. Mr. Kuba was very nice and professional - he welcomed us 101%. I highly recommend this place!!!",Great service!,"Glasgow, United Kingdom",Glasgow,sandragZ8956GV,2023-12,,,,,,,pos,,Foreigner
5,Great place for food and drinks. Peter was fantastic and is an asset to this place. So friendly and helpful. Good food and delicious cocktails.,Great,"Glasgow, United Kingdom",Glasgow,sarahmE1950WO,2023-08,,,,,,,pos,,Foreigner
5,If you want American style food this is the place to go. Spa ribs where the meat just falls of the bone buffalo wings and onion rings are great starters. Great service by Nicole who knew when to serve and when to let us be,Spareribs to die for :-),"Glostrup, Denmark",Glostrup,emilc238,2024-05,,,,,,,pos,,Foreigner
5,"Was quickly received by the wonderful waitress Olivia who quickly fixed a table for us at the outdoor terrace. 
The weather was not at its best, but she arranged a table for us next to a small ""fireplace"" where it quickly became warm and comfortable. 
We ordered Billy's own bottled beer, there were three varieties to choose from and the choice fell on the IPA. 
It was probably one of the best beers we drank in Poland. A bowl of popcorn quickly arrived and Olivia took our order. 
When we were there for lunch, we decided to each have an American salad, it is very similar to Caesar salad but without bacon. 
After about 10 minutes, a wonderful salad arrived, we chose to skip the two baguettes that were included, the salad was magically good and the chicken very well cooked. 
We ate in peace and when we had to pay, the bill came quickly. 
We will return for dinner already tonight and hope to have Olivia as our waitress again.",The best food with the best waitress.,"Gothenburg, Sweden",Gothenburg,_sas901,2024-07,,,,,,,pos,,Foreigner
